INCL,LNG,MS,MS_subtype,r_overview,item,gloss,function_classes,clacomb_sem,notes,cxn_related,piv_sens,pro_null,mainCla_pro,cpxPreds,locii,source,examples
sample,BKW,int_disc_misc,mood,gare 'maybe',gare,maybe,cond,,epistemic,,,,,,,Evans2003_646,"""14.175"""
sample,BKW,int_disc_misc,,yerre 'after/later/before',yerre,after/later/before,"t_prior_cause, t_result_purp",,,,,,,,,Evans2003_646,"""14.16"", ""14.151"""
sample,BKW,cjxCla,left-edge,la 'CONJ',la,CONJ,"t_prior_cause, addit, contr_advers",,,,,,,,,Evans2003_646_649-650,"""14.119"", ""14.120"""
sample,BKW,cjxCla,left-edge,dja 'CONJ',dja,CONJ,"t_prior_cause, t_result_purp, addit, contr_advers",,,,,,,,,Evans2003_646_649-650,"""14.121"":""14.124"""
sample,BKW,cjxCla,"left-edge, free",ba (bu) 'CONJ',ba (bu),so,"t_result_purp, contr_advers",,,,,,,,,Evans2003_647-648,"""14.102"":""14.108"""
sample,BKW,cjxCla,left-edge,because 'CONJ',because,CONJ,"t_prior_cause, contr_advers",,,,,,,,,Evans2003_651-652,"""14.127"":""14.129"""
sample,BKW,cjxCla,"left-edge, free",bu 'SUB',bu,SUB,"reference, t_simult_circ, cond",,"topic, focus, demonstrative",,,,,,,Evans2003_652-654_656-658,"""14.116"", ""14.117"""
sample,BKW,cjxCla,"left-edge, free",andu/ngandud 'once',andu/ngandud,once,t_simult_circ,,,,,,,,,Evans2003_654,"""14.142"":""14.144"""
sample,BKW,cjxCla,"left-edge, free",med 'wait',med,wait,t_simult_circ,,<INTJ,,,,,,,Evans2003_654,"""14.145"""
sample,DAL,cjxPbo,internal,buh-[V:INFL] 'because',buh-,because,t_prior_cause,,,,,,,,,Evans2006_36,
sample,DAL,int_disc_misc,timeAdverbial,yelvng-[V:INFL] 'SEQ',yelvng-,SEQ,t_result_purp,,,,,,,,,"Evans2006_38-39, Cutfield2011_135-140","""6"":""7"""
sample,DAL,int_disc_misc,mood,wu:[V:INFL] 'APPR',wu:,APPR,"appreh, cond",,,,,,,,,Evans2006_42,
sample,DAL,int_disc_misc,"mood, attitude",[juss/fear]wu:[_V:INFL] 'APPR',wu:,APPR,complement,,,,,,,,,Evans2006_42,
sample,DAL,nfin,converb,ku:[V:INFL] 'PURP',ku:,PURP,t_result_purp,,,,,,,,,Evans2006_42-44,"""16"":""18"""
sample,DAL,nfin,converb,[cog/juss/desid/act_]ku:[V:INFL] 'PURP',ku:,PURP,complement,,,cog/juss/desid/act_,,,,,,Evans2006_43-44,"""19"":""24"""
sample,DAL,nfin,converb,ye:[V] 'SUB',ye:,SUB,"reference, t_simult_circ",,,,,,,,,Evans2006_44-49,"""2b"", ""8a"", ""9"":""12a"", ""43"""
sample,DAL,cjxPbo,external,[V:INFL]-kah 'LOC',-kah,LOC,reference,,,,,,,,,Evans2006_51-54,
sample,DAL,cjxPbo,external,[V:FUT]-kvn 'PURP',-kvn,PURP,t_result_purp,,,,,,,,,Evans2006_51-54,
sample,DAL,cjxPbo,external,[V:INFL]-kuno 'TEMP',-kuno,TEMP,t_simult_circ,,,,,,,,,Evans2006_51-54,
sample,DAL,cjxPbo,"external, sV-CVBZ",[V:IVF]-kvn 'PURP',-kvn,PURP,t_result_purp,,,,S/A=S',yes,,,,Evans2006_54-55,
sample,DAL,nfin,"sV-RECO, sV-INCORP",[V]:i 'incorporating verb form',:i,incorporating verb form,t_result_purp,,,,S/A=S',yes,,,,Evans2006_54-55,"""37"""
sample,IWA,cjxCla,left-edge,ruka 'there/where',ruka,there/where,reference,ref-loc,"this, here (one example)",,,,,,,Evans2007_281,"""17"""
sample,DAL,cjxCla,left-edge,kakkarda 'while',kakkarda,while,t_simult_circ,,,,,,,,,EvansMerlanTukumba2004_134,
sample,DAL,int_disc_misc,mood,kardv 'maybe',kardu,maybe,"disjunct, concess",,mod-epist,,,,,,,EvansMerlanTukumba2004_142,
sample,DAL,int_disc_misc,timeAdverbial,kenbo 'then/after that',kenbo,then/after that,t_result_purp,,,,,,,,,EvansMerlanTukumba2004_152,
sample,DAL,cjxCla,right-edge,mahkih 'because',mahkih,because,"t_prior_cause, addit",,,,,,,,,EvansMerlanTukumba2004_211,
sample,DAL,int_disc_misc,,mah 'CONJ',mah,CONJ,"t_prior_cause, addit",,,,,,,,,EvansMerlanTukumba2004_211,
sample,DAL,cjxCla,free,malung 'before/when',malung,before/when,"t_simult_circ, t_prior_cause",,< 'first',next to SUB-inflected verb,,,,,,EvansMerlanTukumba2004_215,
sample,DAL,cjxCla,left-edge,kardv marrvh-kvno 'whenever',kardu marrvh-kvno,whenever,t_simult_circ,,,,,,,,,EvansMerlanTukumba2004_232,
sample,DAL,int_disc_misc,,wirri(mah(kih)) 'maybe/or',wirri(mah(kih)),maybe/or,disjunct,,mod-epist,,,,,,,EvansMerlanTukumba2004_348,
sample,DAL,cjxPbo,external,bu-[V:INFL] 'when',bu-,when,t_simult_circ,,,,,,,,,EvansMerlanTukumba2004_45,
sample,DAL,int_disc_misc,,bah 'CONJ',bah,CONJ,"t_result_purp, addit, contr_advers, concess",,,,,,,,,EvansMerlanTukumba2004_5-6,
sample,DAL,cjxCla,left-edge,bahdi 'CONJ',bahdi,CONJ,contr_advers,,,,,,,,,EvansMerlanTukumba2004_6,
sample,BTJ,int_disc_misc,,[V:INFL]-coe 'CONT',-coe,CONT,t_simult_circ,,,,,,,,,Ford1990_X,"""44"""
sample,BTJ,cjxPbo,external,[V:INFL]-nung 'PURP',-nung,PURP,"t_result_purp, complement",comp-action,,,,,,,,Ford1990_144-145,"""184"", ""197"""
sample,BTJ,nfin,"sV-CVBZ, infin",[sV]-poettung 'GEN',-poettung,GEN,complement,comp-purp,,,,yes,,,,Ford1990_149,"""78"", ""87"", ""216"", ""217"""
sample,BTJ,int_disc_misc,timeAdverbial,ngarr 'later',ngarr,later,t_result_purp,,,,,,,,,Ford1990_163-164,"""T2-17"""
sample,BTJ,int_disc_misc,timeAdverbial,nguna 'then',nguna,then,t_result_purp,,,,,,,,,Ford1990_163-164,"""81"""
sample,BTJ,int_disc_misc,timeAdverbial,[X]-pente/-nte 'now',-pente/-nte,now,t_result_purp,,,,,,,,,Ford1990_170-171,"""81"", ""T2-17"""
sample,BTJ,int_disc_misc,"N-marking, discoStructure",[X]-kak 'FOC',-kak,FOC,"t_result_purp, addit, contr_advers",,,,,,,,,Ford1990_171,"""T2-62"""
sample,BTJ,int_disc_misc,timeAdverbial,[X]-mini 'then/at that time',-mini,then/at that time,t_result_purp,,,,,,,,,Ford1990_174-175,"""327"""
sample,BTJ,cjxCla,left-edge,narra 'but',narra,but,contr_advers,,,,,,,,,Ford1990_X,"""133"", ""174"""
sample,EMM,cjxCla,left-edge,yene 'LOC',yene,LOC,reference,ref-loc,adposition,,,,,,,Ford1999_113-115_330-331,"""3-52"", ""7-84"", ""8-61"", ""8-98"""
sample,EMM,int_disc_misc,mood,[V]:IRR(-PERF),IRR,IRR,cond,PERF for cond-ctf,,,,,,,,Ford1999_278_289,"""7-36"", ""7-41"""
sample,EMM,int_disc_misc,,[X]-nhdheni 'now',-nhdheni,now,t_result_purp,,,,,,,,,Ford1999_286-288,"""7-71"", ""8-99"""
sample,EMM,int_disc_misc,,(serial constructions),(serial constructions),(serial constructions),t_simult_circ,,aspect,,,,,,,Ford1999_315-330,"""8-92"":""8-95"""
sample,EMM,cjxCla,left-edge,e 'and',e,and,t_result_purp,,,,,,,,,Ford1999_331-332,"""8-100"", ""T5-69_71"""
sample,EMM,int_disc_misc,,ngunu 'and then',ngunu,and then,t_result_purp,,,,,,,,,Ford1999_331-332,"""7-61"", ""8-99"", ""T3-89_92"""
sample,WTS,int_disc_misc,discoSeq,(X-)nge 'then',nge,then,t_result_purp,,,,,,,,,"FordOber1987_11, Mitchell2015_371_421",
sample,WTS,cjxPbo,"external, converb, post-infl",['fear'_V:INFIN]-le 'ABL',-le,ABL,complement,appreh,,['fear'_][X-TA],,,,,,FordOber1987_14,"""52"", ""53"""
sample,WTS,cjxCla,"right-edge, free",[(cla-)]a 'and',a,and,addit,,,,,,,,,FordOber1987_18_30,"""79"", ""90"", ""T-12"""
sample,WTS,int_disc_misc,phoric,[speech_]kedha 'thus',kedha,thus,complement,,,,,,,,,"FordOber1987_19, Michell2015_434","""82"":""86"""
sample,WTS,cjxCla,"right-edge, free",na/nanga (kedha) 'if/when' [+V:FUT_V:FUT],na/nanga (kedha),when/if,cond,,,[+V:FUT] [_V:FUT],,,,,,FordOber1987_20,"[F&O1987]""90"""
sample,WTS,cjxCla,free,namuyth 'as soon as',namuyth,as soon as,t_simult_circ,,"temp interrogative, < ?",,,,,,,"FordOber1987_20, Mitchell2015_342_388","""88"""
sample,WTS,cjxCla,"right-edge, free",na/nanga (kedha) 'if/when',na/nanga (kedha),when/if,t_simult_circ,,,,,,,,,"FordOber1987_20, Mitchell2015_431",
sample,WTS,cjxCla,free,na/nanga 'REL' [+mi-N],na/nanga,REL,reference,,,[+mi-N],,,,,,FordOber1987_21-22,
sample,WTS,nfin,participle,[V:INF]:zi 'PTCP',:zi,PTCP,"reference, complement, t_prior_cause",,,,,,,,,FordOber1987_21-22,
sample,WTS,cjxCla,left edge,se kasa (midh) 'although',se kasa (midh),although,concess,,< 'this' + 'just' (+ interr),,,,,,,FordOber1987_22-23,"""103"""
sample,WTS,cjxCla,left-edge,kasa-kay (kedha) 'but',kasa-kay (kedha),but,contr_advers,,< 'just' + 'only',,,,,,,FordOber1987_22-23,
sample,WTS,cjxCla,left-edge,lawnga 'or',lawnga,or,disjunct,,< NEG,,,,,,,FordOber1987_22-23,"""108"""
sample,WTS,cjxCla,left-edge,kurusipa(-kay) 'until',kurusipa(-kay),until,t_result_purp,endpoint,< ? + 'DAT/to there',,,,,,,"FordOber1987_22-23, Mitchell2015_358_378","""109"""
sample,WTS,cjxCla,left-edge,wagel(-kay) 'or else',wagel(-kay),or else,appreh,,< 'after/behind/next' + immed.fut,,,,,,,"FordOber1987_22-23, Mitchell2015_379",
sample,WTS,cjxCla,left-edge,kedhazungu(-kay) (kedha) 'because',kedhazungu(-kay) (kedha),because,t_prior_cause,,< 'thus' + ABL,,,,,,,"FordOber1987_22-23, Mitchell2015_381",
sample,WTS,int_disc_misc,mood,nay 'CTF',nay,CTF,cond,cond-ctf,,,,,,,,"FordOber1987_22, Mitchell2015_432",
sample,WTS,cjxPbo,"external, converb, post-infl",[V:INFIN]-pa 'DAT',-pa,DAT,"t_result_purp, complement",,,[X-DAT],,,,,,FordOber1987_7_16,"""8"", ""66"""
sample,WTS,nfin,infinitive,[V]:y 'INF',:y,INF,complement,,,,,,,,,"FordOber1987_7, Mitchell2015_384-385","""4"""
sample,KTH,int_disc_misc,,ngul 'then/so/but',ngul,then/so/but,"t_result_purp, contr_advers",,,,,,,,,Gaby2017_172_245_337_460-462,"[G2017]""487"", ""728"", ""1091"":""1095"""
sample,KTH,cjxCla,"left-edge, free",ngan 'what',ngan,what,"reference, t_simult_circ",,,,,,,,,Gaby2017_172_460,"[G2017]""301"", ""1093"""
sample,KTH,cjxCla,left-edge,ith 'if',ith,if,cond,,demonstrative,,,,,,,Gaby2017_260_331,"[G2017]""525"", ""705"""
sample,KTH,int_disc_misc,phoric,['say']yarriy 'thus',yarriy,thus,complement,,,,,,,,,Gaby2017_328_450,"[G2017]""695"", ""1066"""
sample,KTH,cjxCla,left-edge,kar 'like',kar,like,t_prior_cause,reason,similitive,,,,,,,Gaby2017_328-332,"[G2017]""705"""
sample,KTH,cjxCla,left-edge,(ith) kar 'like',kar,like,cond,,similitive,(ith),,,,,,Gaby2017_328-332_454-455,"[G2017]""1078"""
sample,KTH,int_disc_misc,"mood, attitude",pam 'DETR',pam,DETR,appreh,,,,,,,,,Gaby2017_332,"[G2017]""711"":""712"""
sample,KTH,int_disc_misc,temp_adv,kanpa 'before',kanpa,before,t_prior_cause,prior,"spatial, temporal, ""already""",,,,,,,Gaby2017_351-352,"[H1972]""13-25"", [G2017]""339"", ""451"", ""550"", ""654"""
sample,KTH,int_disc_misc,,angarr,angarr,angarr,t_result_purp,,,,,,,,,Gaby2017_433-434,"[G2017]""1024"""
sample,KTH,int_disc_misc,mood,waarr [+V:SJV],waarr,waarr,t_result_purp,,,+V:SJV,,,,,,Gaby2017_434-435,"[G2017]""1026"""
sample,KTH,int_disc_misc,,ak 'OPT' [+V:NP],ak,OPT,t_result_purp,,,+V:NP,,,,,,Gaby2017_436-437,"[G2017]""1032"":""1034"""
sample,KTH,nfin,converb,[V]:0 'INFIN',:0,INFIN,"t_simult_circ, t_result_purp",,homoph with NPST in certain conjugations,,,,,,,Gaby2017_445,"[G2017]""993"", ""1053"":""1056"""
sample,KTH,nfin,converb,[perc_V]:(na)marr 'SBD',:(na)marr,SBD,complement,,,[perc_,,,,,,Gaby2017_446-447,"[G2017]""1058"":""1060"""
sample,KTH,nfin,converb,[V]:(na)marr 'SBD',:(na)marr,SBD,"reference, t_simult_circ, t_result_purp",,,,,,,,,Gaby2017_446-448,"[G2017]""1061"", ""1062"""
sample,KTH,int_disc_misc,,wuump 'CONTR',wuump,CONTR,contr_advers,,,,,,,,,Gaby2017_447-448,"[G2017]""1061"":""1062"""
sample,KTH,nfin,converb,[V]:nhatha 'PURP',:nhatha,PURP,"t_result_purp, complement",,,,,,,,,Gaby2017_456-457,"[G2017]""1082"":""1085"", [H1972]""9-65"":""9-71"""
sample,KTH,int_disc_misc,phoric,kar 'like',kar,like,disjunct,,analogical,,,,,,,Gaby2017_462,"[G2017]""1095"""
sample,KTH,cjxCla,left-edge,or 'or',or,or,disjunct,,< Eng,,,,,,,Gaby2017_462-463,"[G2017]""1096"", ""1097"""
sample,KTH,cjxCla,right-edge,akp 'despite',akp,despite,concess,,,,,,,,,Gaby2017_463,"[G2017]""1099"""
sample,YWG,int_disc_misc,"infoStructure, timeAdverbial",yalagiirr(-yuu.ma/-mawu) 'then',yalagiirr(-yuu.ma/-mawu),then,t_result_purp,,,,,,,,,Giacon2014_230-232,
sample,YWG,nfin,converb,[V]:y.gu/li.gu/gi.gu 'PURP',:y.gu/li.gu/gi.gu,PURP,t_result_purp,,deontic (insub),,,,,,,Giacon2014_455-460,
sample,YWG,nfin,converb,[jussive/'teach'/'know'/desid/fear_V]:y.gu/li.gu/gi.gu 'PURP',:y.gu/li.gu/gi.gu,PURP,complement,,deontic (insub),[jussive/'teach'/'know'/desid/fear,,,,,,Giacon2014_457-459,
sample,YWG,nfin,converb,[V]:nginda 'WANT',:nginda,WANT,t_result_purp,intentive,"desid, nominal case",,,,,,,Giacon2014_458,"""919"", ""132"", ""920"""
sample,YWG,nfin,converb,[V]:Daay 'SUB',:Daay,SUB,"reference, t_simult_circ, cond, t_prior_cause",,,,,,,,,Giacon2014_461-471,
sample,YWG,cjxPbo,"external, converb, post-infl",[V:SUB]-gu 'ALL/PURP',-gu,ALL/PURP,"reference, t_result_purp",,,,,,,,,Giacon2014_464,"""934"", ""935"""
sample,YWG,cjxCla,left-edge,and 'and',and,and,addit,,,,,,,,,Giacon2014_465,"""938"""
sample,YWG,nfin,converb,[perc/cog/speech_V]:Daay 'SUB',:Daay,SUB,complement,,,[perc/cog/speech,,,,,,Giacon2014_471-474,
sample,YWG,int_disc_misc,tense,[X]-ya 'POT',-ya,POT,disjunct,,mod-epist,,,,,,,Giacon2014_528-530,"""1016"""
sample,YWG,int_disc_misc,quantificational,[X]-bula 'also',-bula,also,addit,,,,,,,,,Giacon2014_547-549,
sample,YWG,int_disc_misc,timeAdverbial,[X]-nga 'THEN/NOW',-nga,THEN/NOW,"t_simult_circ, t_result_purp",,,,,,,,,Giacon2014_569-572,
sample,YWG,cjxPbo,"external, converb, post-infl",[V:SUB]-giirr 'LIKE',-giirr,LIKE,compar_manner,,,,,,,,,Giacon2014_85-88_470-471,"""961"""
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:NOML]-tjiratja(-CCASE) 'DEPRIV',-tjiratja(-CCASE),DEPRIV,compar_manner,privative,,(CCASE),,,,,,Goddard1983_132-133,"""4-113"""
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:NOML]-tjanu(-CCASE) 'SEQ',-tjanu(-CCASE),SEQ,t_prior_cause,temp-prior (perfective),,(CCASE),,,,,,Goddard1983_133-135,"""4-116"":""4-119i"""
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:NOML]-nytja-ngka 'ASSOC-LOC',-nytja-ngka,ASSOC-LOC,"complement, t_prior_cause",,,,,,,,,Goddard1983_137-141_171-172,"""5-71"":""5-72"""
sample,YTJ,nfin,"converb, ptcp",[V]:nytja(-CCASE) 'NOML',:nytja,NOML,reference,,,(CCASE),,,,,,Goddard1983_149-151,
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:NOML]-ku 'PURP',-ku,PURP,t_result_purp,,,,DS/O=S',,,,,Goddard1983_158-167,
sample,YTJ,cjxPbo,"external, converb, post-infl",[desid/speech/cog_V:NOML]-kitja 'INTENT',-kitja,INTENT,complement,comp-desid,,[desid/speech/cog_,,,,,,Goddard1983_161,"""T07-02"""
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:NOML]-la 'LOC',-la,LOC,"t_simult_circ, t_prior_cause",,,,,,,,,Goddard1983_169-171,
sample,YTJ,cjxPbo,"external, converb, post-infl",[perc_V:NOML]-la 'LOC',-la,LOC,complement,comp-perc,,[perc_,,,,,,Goddard1983_170,
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:CHAR]-ngka 'LOC',-ngka,LOC,appreh,"avert, incase",CHAR: irrealis (finite),,,,,,,Goddard1983_173-174,
sample,YTJ,nfin,converb,[V]:rha 'SERIAL',:rha,SERIAL,"t_simult_circ, compar_manner, t_prior_cause, cond",temp-simult (imperfective),,,SS,,,,,Goddard1983_194-212,"""4-119ii"""
sample,YTJ,int_disc_misc,,munu 'AND',munu,AND,"t_result_purp, addit",,,,SS,,,,,Goddard1983_264-269,
sample,YTJ,int_disc_misc,,kaa 'CONTRAST',kaa,CONTRAST,"t_result_purp, contr_advers",,,,sometimes DS,,,,,Goddard1983_269-275,
sample,YTJ,int_disc_misc,,palu 'BUT.OF.COURSE',palu,BUT.OF.COURSE,contr_advers,,,,,,,,,Goddard1983_275-279,
sample,YTJ,int_disc_misc,,[X]-mpa 'INTEREST' (+V:SER/NMZ),-mpa,INTEREST,cond,,focus?,,,,,,,Goddard1983_280-283,"""7-19"", ""9-38"":""9-40"""
sample,YTJ,int_disc_misc,discoStructure,[X]-lta 'AND.THEN',-lta,AND.THEN,t_result_purp,,,,,,,,,Goddard1983_284-285,
sample,YTJ,int_disc_misc,,tjingurhu 'MAYBE',tjingurhu,MAYBE,disjunct,,mod-epist,,,,,,,Goddard1983_287-288,"""9-57"""
sample,YTJ,pivCase,external,[V:NOML]-CCASE,-CCASE,CCASE,reference,,,,pivot case,,,,,Goddard1983_55-56,
sample,YTJ,cjxPbo,"external, converb, post-infl",[V:NOML]-kitja 'INTENT',-kitja,INTENT,t_result_purp,intentional,,,SS,,,,,Goddard1983_64-74_129-132_158-161,"""5-25"":'5:37"", ""T10-08"""
sample,MIY,int_disc_misc,tense,[V]:wa 'FUT',:wa,FUT,t_result_purp,,future/potential,,,,,,,Green1989_151-154,"""4-12"", ""4-156"""
sample,MIY,int_disc_misc,"mood, attitude",[V]:fang 'APPR',:fang,APPR,appreh,,,,,,,,,Green1989_164-170,"""4-48a"":""4-48c"", ""6-66"", ""6-92"", ""6-114"""
sample,MIY,int_disc_misc,,[X]-njsjan 'now/then',-njsjan,now/then,t_result_purp,,,,,,,,,Green1989_185-192,"""6-143a"""
sample,MIY,int_disc_misc,"timeAdverbial, infoStructure",[X]-na 'FIRST',-na,FIRST,t_result_purp,,,,,,,,,Green1989_202-203,"""4-5"""
sample,MIY,cjxCla,"fluid, bound, internal",[X/V:IRR.FUT]-nganan 'SCE',-nganan,SCE,cond,,,,,,,,,Green1989_202-204,"""4-6"", ""4-15"", ""4-153"""
sample,MIY,cjxCla,"fluid, bound, internal",[X/V:R]-nganan 'SCE',-nganan,SCE,t_prior_cause,,,,,,,,,Green1989_202-204,"""6-123"", ""6-137"", ""6-158b"""
sample,MIY,int_disc_misc,,gagan-nganan 'ANAPH-SCE',gagan-nganan,ANAPH-SCE,t_result_purp,,,,,,,,,Green1989_202-204,"""4-156"", ""T-7"""
sample,MIY,cjxCla,left-edge,ni 'REL',ni,REL,reference,,< LOC,,,,,,,Green1989_300-307,"""5-208"":""5-209"""
sample,MIY,int_disc_misc,,e 'and',e,and,"t_result_purp, contr_advers",,,,,,,,,Green1989_45,"""4-54"", ""5-51"", ""5-208"", ""6-31"""
sample,GUG,int_disc_misc,"tense, mood",[V]:Fut,:Fut,Fut,cond,cond-hyp (more certain?),,,,,,,,Green1995_191-192,"""5-247"""
sample,GUG,int_disc_misc,mood,[V]:rni 'Irr1',:rni,Irr1,cond,cond-ctf,precontemporary irrealis,,,,,,,Green1995_195-198,"""5-203"", ""5-233"", ""5-246"""
sample,GUG,int_disc_misc,"timeAdverbial, mood, attitude",djaluwu 'again/after/otherwise',djaluwu,again/after/otherwise,"appreh, t_result_purp",,,,,,,,,Green1995_198_200,"""4-37"", ""4-40"", ""5-181"", ""5-250"":""5-252"", ""5-267"""
sample,GUG,int_disc_misc,mood,[V]:0 'Irr2',:0,Irr2,"t_simult_circ, cond",cond-hyp (rare),non-precontemporary irrealis,,,,,,,Green1995_198-200,"""5-1"", ""5-245"""
sample,GUG,cjxCla,left-edge,arrapu 'and',arrapu,and,addit,,N-add,,,,,,,Green1995_293-295,"""5-1"", ""5-5"", ""5-207"":""5-212"""
sample,GUG,int_disc_misc,,wurru 'but',wurru,but,contr_advers,,,,,,,,,Green1995_295-296,"""5-2"", ""5-4"", ""5-213"":""5:217"""
sample,GUG,cjxCla,left-edge,o 'or',o,or,disjunct,,"N-disj, < not Eng",,,,,,,Green1995_297,"""5-218"":""5-220"""
sample,GUG,int_disc_misc,,wulek 'finish',wulek,finish,t_result_purp,,,,,,,,,Green1995_298,"""5-221"", ""5-222"""
sample,GUG,cjxCla,left-edge,yandu 'what',yandu,what,"reference, complement, t_simult_circ, t_result_purp",,,,,,,,,Green1995_299-300,"""2-96"", ""2-169"", ""4-41"", ""5-227"":""5-230"", ""5-235"":""5-237"""
sample,GUG,int_disc_misc,timeAdverbial,weleng 'then',weleng,then,t_result_purp,,,,,,,,,Green1995_299-300,"""5-225"", ""5-226"""
sample,GUG,cjxCla,left-edge,ngardawa 'because',ngardawa,because,t_prior_cause,cause-motiv,"native (=Burarra), ",,,,,,,Green1995_301,"""5-231"", ""5-239"""
periph,KRA,,,,,,,,,,,,,,,Parish2008,
sample,GUG,cjxCla,left-edge,warri 'but/because',warri,but/because,"contr_advers, t_prior_cause","contrast, cause-motiv",< Kuninjku?,,,,,,,Green1995_301,"""5-26"", ""5-153"", ""5-232"""
sample,GUG,cjxCla,left-edge,njan 'if',njan,if,cond,,epistemic,,,,,,,Green1995_302,"""5-233"", ""5-234"""
sample,GUG,cjxCla,left-edge,"yandu 'what' [""so that""]",yandu,what,t_result_purp,,,,,,,,,Green1995_302-303,"""5-235"":""5:237"""
sample,GUG,cjxCla,left-edge,waypu 'until',waypu,until,t_result_purp,endpoint,,,,,,,,Green1995_303,"""5-238"""
sample,GUG,int_disc_misc,,[V:INFL]-pu 'immediate?',-pu,immediate?,t_simult_circ,"""as soon as""",aspect,,,,,,,Green1995_38-40,"""1-13"":""1-15"""
sample,GUG,int_disc_misc,,gelepu 'otherwise',gelepu,otherwise,appreh,,one example,,,,,,,Green1995_89,"""2-109"""
sample,WAP,int_disc_misc,,kuja 'thus/COMP',kuja,thus/COMP,"t_simult_circ, reference",,topicalisation?,,,,,,,Hale1976_78-93,"[S1983]""91"", ""94"", [S1991]""2c"", ""3d"", ""3e"", ""15"", ""22d"", [S1991]""268a"""
sample,KTH,nfin,converb,[V]:(m)am 'ABL',:(m)am,ABL,t_prior_cause,"mostly prior, some cause",,,,,,,,Hall1972_399,"[H1972]""9-72"":""9-78"""
sample,WAY,int_disc_misc,,[POT:V:ncPOT_POT:V]:ncPOT,:ncPOT,ncPOT,cond,,counterfactual,,,,,,,Harvey1986_143-148,"[H1986_18]""1"""
sample,WAY,cjxPbo,external,[V:INFL]-lik 'LOC/ALL',-lik,LOC/ALL,reference,ref-loc,,,,,,,,Harvey1986_223-224,"[H1986_223]""7"":""8"""
sample,WAY,cjxPbo,external,[V:INFL]-yang 'OR',-yang,OR,t_prior_cause,,,,,,,,,Harvey1986_225-226,"[H1986_225-226]""1"":""5"""
sample,WAY,nfin,"external, converb, post-infl",[V(^PRO):IRR]-u 'DAT',-u,DAT,"complement, t_result_purp",,,,,yes,,,,Harvey1986_229-231,"[H1986_229-231]""1"":""8"""
sample,WAY,cjxPbo,external,[V:INFL-DAT]-n 'CONS',-n,CONS,"reference, t_prior_cause",ref-loc,,,,,,,,Harvey1986_234,"[H1986_225]""4"""
sample,WAY,cjxPbo,external,[V:POT]-u 'DAT',-u,DAT,cond,,,,,,,,,Harvey1986_234-237,"[H1986_15]""2"""
sample,WAY,cjxPbo,external,[V:INFL]-u[(-n)] 'DAT[(-CONS)]',-u,DAT,"reference, t_simult_circ, t_prior_cause",,,,,,,,,Harvey1986_234-242,"[H1986_225]""4"""
sample,WAY,cjxPbo,external,[V{:IRR:POT|:NC:IRR}-DAT]-n 'CONS',-n,CONS,cond,cond-ctf,,,,,,,,Harvey1986_239-241,"[H1986_239-240]""4"":""13"", [_241]""1"":""5"""
sample,WAY,int_disc_misc,,kak:u/kak:wuy(-yu-n) 'after(-DAT-CONS)',kak:u/kak:wuy(-yu-n),after(-DAT-CONS),"t_prior_cause, appreh",,,,,,,,,Harvey1986_264-265,"[H1986_264-265]""1"":""4"""
sample,WAY,cjxCla,left-edge,pin 'but',pin,but,contr_advers,,,,,,,,,Harvey1986_266-267,"[H1986_67]""1"", [_68]""3"", [_79]""7"""
sample,WAY,int_disc_misc,,katji-yang 'DEM-ORIGIN',katji-yang,DEM-ORIGIN,t_result_purp,,,,,,,,,Harvey1986_267,"[H1986_267]""1"":""3"""
sample,WAY,int_disc_misc,,amala-wu-n 'NEG-DAT-CONS',amala-wu-n,NEG-DAT-CONS,disjunct,,< NEG + two conjunctions,,,,,,,Harvey1986_50,"[H1986_50]""2"""
sample,KAM,cjxCla,left-edge,nang.ga 'but',nang.ga,but,contr_advers,,?expectation denial?,,,,,,,Harvey1990_100,"""3.04.03-06"", ""3.04.09-08"", ""3.04.10-03"", ""3.10.04-05"":""06"", ""4.07.02-04"":""05"", ""4.09-06"", ""5.04.03-11"""
sample,KAM,nfin,sV-CVBZ,[sV]:ma 'NMZ',:ma,NMZ,reference,,"one example; IMPF inflection for sV, prominence suffix in imperatives",,,yes,,,,Harvey1990_30,"""3.04.02-04"""
sample,KAM,int_disc_misc,,[DEM_DEM]-(ag)am 'INTENS',-(ag)am,INTENS,reference,,attaches to DEM and sV imperatives,,,,,,,Harvey1990_38,"""5.15-05"", ""5.16-09"""
sample,KAM,int_disc_misc,mood,[V:SBJV_V]:SBJV,:SBJV,SBJV,cond,cond-ctf,past/failed intention,,,,,,,Harvey1990_78_98-100,"""5.16-08"""
sample,KAM,int_disc_misc,mood,[V]:COND,:COND,COND,"cond, appreh",cond-hyp,"imperative, negation (+NEG)",,,,,,,Harvey1990_80,"""5.16-06"", ""4.08.04-03"""
sample,KAM,cjxPbo,"external, sV-CVBZ",[sV(:NMZ)]-rdiyn 'ABL',-rdiyn,ABL,t_prior_cause,,,,,yes,,,,Harvey1990_98-100,"""5.16-01"", ""5.16-03"""
